    ,0                 ,1
2709,厌奶期               ,1
2710,该号已提前就诊           ,1
2711,胸部不适原因            ,1
2712,右眼泪囊炎             ,1
2713,孕期咨询              ,1
2714,右肾髓质受损或发育不良       ,1
2715,先心病术后             ,1
2716,髋关节脱位             ,1
2717,骨密度偏低             ,1
2718,钙                 ,1
2719,结核病               ,1
2720,胆红素脑病后遗症期         ,1
2721,结核感染治疗后           ,1
2722,胎儿心脏二尖瓣闭锁         ,1
2723,先天性支气管肺发育不良       ,1
2724,左侧胸壁结节            ,1
2725,变异型Dandy          ,1
2726,短阵室早              ,1
2727,纳差要求开药            ,1
2728,上腔静脉残存            ,1
2729,急性肠系膜淋巴结炎         ,1
2730,精细运动发育落后          ,1
2731,左耳廓小孔原因待查         ,1
2732,肩胛部皮下囊性包块         ,1
2733,化脓性皮肤感染           ,1
2734,超早产儿              ,1
2735,二尖瓣轻度脱垂           ,1
2736,颈后淋巴管瘤            ,1
2737,视神经病变             ,1
2738,院外心脏检查结果咨询        ,1
2739,左腹股沟斜疝            ,1
2740,皮肤色素沉着            ,1
2741,佝偻吧               ,1
2742,共同房室通道            ,1
2743,习惯性擦腿动作           ,1
2744,慢性鼻窦炎             ,1
2745,肺结核待排             ,1
2746,中毒性表皮坏死松解症        ,1
2747,乙型肝炎相关性肾炎         ,1
2748,NMDA脑炎            ,1
2749,右房瘘               ,1
2750,乳头皮炎              ,1
2751,右上眼睑下垂            ,1
2752,阴茎隐匿              ,1
2753,重度男性化不全           ,1
2754,结核性               ,1
2755,转氨酶增高原因           ,1
2756,双手脱皮原因            ,1
2757,急性扁桃体             ,1
2758,脾脏切除术后            ,1
2759,生长过高              ,1
2760,PPD               ,1
2761,包皮轻度粘连            ,1
2762,术前检查              ,1
2763,前额处包块             ,1
2764,亲缘单倍体造血干细胞移植术     ,1
2765,幼女型外阴阴道炎          ,1
2766,尿急                ,1
2767,声带息肉              ,1
2768,右侧眉弓上方包块          ,1
2769,青春中晚快速进展型         ,1
2770,低血糖性              ,1
2771,多源                ,1
2772,左手前臂血管瘤           ,1
2773,白线疝               ,1
2774,体质性青春期发育迟滞        ,1
2775,房速                ,1
2776,脸部浮肿              ,1
2777,异位甲状腺             ,1
2778,联合使用生长激素治疗        ,1
2779,舌面白斑              ,1
2780,摔倒                ,1
2781,双下肢紫癜             ,1
2782,肛周皮疹              ,1
2783,双乳房疼痛             ,1
2784,PD酶缺乏             ,1
2785,婴儿痉挛性癫痫           ,1
2786,低纤维蛋白原血症          ,1
2787,主动脉               ,1
2788,胎儿肛门闭锁            ,1
2789,语言欠清晰             ,1
2790,铜绿假单胞菌            ,1
2791,双上肢疼痛原因           ,1
2792,眼眶AT              ,1
2793,未排便               ,1
2794,心律快               ,1
2795,结核性脑膜脑炎           ,1
2796,支气管囊肿             ,1
2797,暂时性甲低             ,1
2798,肌肉力量差原因           ,1
2799,枕后瘢痕              ,1
2800,上感早               ,1
2801,增殖性扁桃体炎           ,1
2802,PHGD              ,1
2803,右膝关节疼痛            ,1
2804,混合细胞型             ,1
2805,胆道异常              ,1
2806,皮样囊肿              ,1
2807,皮肤皮疹咨询            ,1
2808,轻度肠胀气             ,1
2809,头顶部               ,1
2810,食道闭锁术后            ,1
2811,急性肾功能损害           ,1
2812,右枕部骨性凸起           ,1
2813,电话回复表示患儿不来就诊      ,1
2814,生长发育稍落后           ,1
2815,左室增大              ,1
2816,耳垂下包块             ,1
2817,右侧肢体活动差           ,1
2818,起搏器安置术后           ,1
2819,左侧大腿肿胀            ,1
2820,身高欠佳              ,1
2821,反应性淋巴结增生          ,1
2822,癫痫频繁发作            ,1
2823,松果体区点状钙化灶         ,1
2824,肺动脉高压重度           ,1
2825,心音异常              ,1
2826,室间隔缺损自愈           ,1
2827,抽搐咨询              ,1
2828,脊髓病变待排            ,1
2829,畏光                ,1
2830,肠系膜上淋巴结炎          ,1
2831,头皮血管瘤             ,1
2832,左侧腹壁血管瘤           ,1
2833,抗O升高              ,1
2834,双髋滑膜炎             ,1
2835,青春期咨询身高           ,1
2836,手指甲分层             ,1
2837,胎儿心脏长大            ,1
2838,左脑轻度损伤            ,1
2839,听力异常              ,1
2840,患儿已入院             ,1
2841,双足跟疼痛             ,1
2842,亚临床甲低             ,1
2843,新生儿红斑狼疮综合征        ,1
2844,三尖瓣重度反流           ,1
2845,臀部红斑              ,1
2846,肾功能不全             ,1
2847,左颈部皮肤化脓性感染        ,1
2848,上呼吸道感染细菌感染        ,1
2849,慢性荨麻疹             ,1
2850,右侧附件囊肿            ,1
2851,双侧臀部软组织结节         ,1
2852,贫血开药              ,1
2853,眼部疼痛              ,1
2854,左腮包块              ,1
2855,稍高                ,1
2856,TIA               ,1
2857,多动型               ,1
2858,方颅                ,1
2859,右肺门增大原因           ,1
2860,外周血三系降低           ,1
2861,右大腿皮肤血管瘤          ,1
2862,颈                 ,1
2863,夜间睡眠差             ,1
2864,左侧乳房增生            ,1
2865,腹部疼痛              ,1
2866,右腿皮肤血管瘤           ,1
2867,左室发育不良            ,1
2868,HD移植后             ,1
2869,多种食物过敏            ,1
2870,高游离T              ,1
2871,混合感染              ,1
2872,阴茎皮炎              ,1
2873,阵发性紫绀             ,1
2874,体重增加缓慢            ,1
2875,肛周疖               ,1
2876,心影增大原因            ,1
2877,清嗓子原因             ,1
2878,遗传性肾炎             ,1
2879,反复膝关节肿胀           ,1
2880,右侧睾丸长大            ,1
2881,要求检查心脏彩超          ,1
2882,急性髓系白血病M          ,1
2883,左下肢紫斑             ,1
2884,经细菌学和组织学所证实       ,1
2885,三尖瓣               ,1
2886,胸廓骨性凸起            ,1
2887,食欲不佳              ,1
2888,大便                ,1
2889,疱疹口腔炎             ,1
2890,口腔糜烂              ,1
2891,双手指关节变形原因         ,1
2892,窦性房室传导阻滞          ,1
2893,胸骨凸起原因            ,1
2894,母乳营养不足            ,1
2895,巴利氏综合征            ,1
2896,尿床                ,1
2897,肝炎待排              ,1
2898,左侧腋下血管瘤           ,1
2899,漏尿原因              ,1
2900,倒睫                ,1
2901,右下肢肌肉萎缩           ,1
2902,体检结果正常            ,1
2903,中性粒细胞缺乏症          ,1
2904,肝功异               ,1
2905,反应性关节炎            ,1
2906,右下肢肿痛             ,1
2907,颈部脓肿              ,1
2908,生长发育滞后            ,1
2909,破口形成              ,1
2910,血象增高              ,1
2911,疱疹性口腔炎已愈          ,1
2912,颈部及颌下淋巴结炎         ,1
2913,脓肿                ,1
2914,磨牙原因              ,1
2915,嗜酸细胞增多            ,1
2916,交界性早搏             ,1
2917,中枢性甲低             ,1
2918,外阴闭锁              ,1
2919,左侧腰部包块            ,1
2920,外伤后前额包块           ,1
2921,局部表皮缺损            ,1
2922,左侧胸壁皮肤血管瘤         ,1
2923,龈口炎               ,1
2924,炎症性肠病待排           ,1
2925,后颅窝扩大             ,1
2926,硬皮病               ,1
2927,外阴湿疹              ,1
2928,腹部皮疹              ,1
2929,足月小样儿矮小           ,1
2930,反复骨折              ,1
2931,化脓性咽峡炎            ,1
2932,过敏原咨询             ,1
2933,反复腮腺炎             ,1
2934,左侧急性中耳炎           ,1
2935,锌                 ,1
2936,腹股沟直疝             ,1
2937,大阴唇内侧颗粒           ,1
2938,双侧腘窝囊肿            ,1
2939,急性肠套叠复位后          ,1
2940,HP                ,1
2941,盆腔内囊性占位           ,1
2942,颈部淋巴结扪及           ,1
2943,右侧眉头上方血管瘤         ,1
2944,缺损                ,1
2945,头部囊肿              ,1
2946,反复胸痛              ,1
2947,肝右叶血管瘤            ,1
2948,右侧腘窝包块            ,1
2949,幼年型特发性关节炎全身型      ,1
2950,先天性髋关节脱位          ,1
2951,骶                 ,1
2952,长期发热原因待查          ,1
2953,特应性皮炎             ,1
2954,结肠炎               ,1
2955,气管性支气管            ,1
2956,腹部疝气术后            ,1
2957,双足二               ,1
2958,气管支气管结核           ,1
2959,脐部包块              ,1
2960,右耳瘘管              ,1
2961,包皮手术后             ,1
2962,尿黄                ,1
2963,扁桃体切除术后           ,1
2964,发作性头晕头痛           ,1
2965,左侧头颅血肿            ,1
2966,皮肤青斑              ,1
2967,反颌                ,1
2968,双侧髋关节脱位           ,1
2969,左踝皮肤脓肿            ,1
2970,尿急尿频              ,1
2971,唇周色素沉着            ,1
2972,右室流出道狭窄           ,1
2973,Evens'综合征         ,1
2974,上消化道出血原因          ,1
2975,大小便控制稍差           ,1
2976,肺动脉瘘卵圆孔未闭         ,1
2977,左侧肢体跛行            ,1
2978,散光                ,1
2979,脐部皮肤瘙痒            ,1
2980,双脚掌疼痛原因           ,1
2981,急性咽峡炎             ,1
2982,轻度地贫              ,1
2983,两系降低原因            ,1
2984,重度胆红素脑病           ,1
2985,胎儿左肾上方囊性占位性质      ,1
2986,左侧枕后皮肤血肿          ,1
2987,马蹄内翻足             ,1
2988,颌下                ,1
2989,左侧面颊部疼痛           ,1
2990,头围大复诊             ,1
2991,阴茎皮下包块            ,1
2992,左下眼睑血管瘤           ,1
2993,胃食道轻度返流           ,1
2994,ITT               ,1
2995,肌阵挛发作             ,1
2996,双下肢不对称原因          ,1
2997,高危组               ,1
2998,急性肾炎              ,1
2999,肌酶增高原因待排          ,1
3000,卵巢囊肿              ,1
3001,婴儿痤疮              ,1
3002,运动后乏力             ,1
3003,迷走淋巴结             ,1
3004,盆腹腔积液             ,1
3005,白斑                ,1
3006,巨结肠               ,1
3007,患儿为系统性红斑狼疮        ,1
3008,臀部不对称             ,1
3009,运动语言发育迟滞          ,1
3010,迁延性肺炎             ,1
3011,家长当面告知患儿今日不来就诊    ,1
3012,脐尿管瘘              ,1
3013,肌上皮癌              ,1
3014,反流性胃炎             ,1
3015,双下肢               ,1
3016,高钙血症              ,1
3017,积重度贫血             ,1
3018,心因性               ,1
3019,舌腺泡状软组织肉瘤         ,1
3020,PDA自愈             ,1
3021,双眼胀痛              ,1
3022,扁桃腺炎              ,1
3023,血小板               ,1
3024,脾脏长大原因待排          ,1
3025,胃肠型感染             ,1
3026,尿道口脓肿             ,1
3027,右上                ,1
3028,右侧附件区占位           ,1
3029,右手血管瘤             ,1
3030,家长要求销号            ,1
3031,游走性睾丸             ,1
3032,异食癖               ,1
3033,运动后气紧             ,1
3034,胎儿右侧胸腔积液          ,1
3035,急性早幼粒细胞性白血病       ,1
3036,多饮                ,1
3037,排便异常              ,1
3038,血锌低               ,1
3039,蹼状阴茎              ,1
3040,单心室               ,1
3041,乳腺囊肿              ,1
3042,右侧髋关节轻度发育不良       ,1
3043,左侧正中神经受损          ,1
3044,左侧侧脑室后角增宽         ,1
3045,反复湿疹              ,1
3046,血管迷走神经性晕厥         ,1
3047,脂溢性皮肤退行性改变        ,1
3048,解小便不畅             ,1
3049,右侧股骨病损            ,1
3050,双膝关节疼痛原因          ,1
3051,胎儿心脏主动脉狭窄轻度待排     ,1
3052,先心病室缺术后           ,1
3053,先天性马蹄内翻足          ,1
3054,结                 ,1
3055,拇指多发畸形            ,1
3056,右侧枕后包块            ,1
3057,胆汁淤积              ,1
3058,结果                ,1
3059,苯丙氨酸增高            ,1
3060,食管狭窄              ,1
3061,大剂量MTX毒副反应        ,1
3062,白内障               ,1
3063,胆红素脑病后遗症          ,1
3064,右腘窝包块             ,1
3065,现主动脉瓣反流           ,1
3066,轻度冠状动脉扩张          ,1
3067,头围增大原因            ,1
3068,骨关节疼痛             ,1
3069,肛周皮赘              ,1
3070,病毒性脑炎后            ,1
3071,溃疡性肠炎             ,1
3072,上气道梗阻             ,1
3073,高乳酸血症             ,1
3074,左眉弓上方包块           ,1
3075,耳朵皮肤肿胀            ,1
3076,消化性溃疡             ,1
3077,积液                ,1
3078,左手烧伤后             ,1
3079,右手虫咬性皮疹           ,1
3080,院外发现左房长大          ,1
3081,肺动脉瓣狭窄介入后         ,1
3082,坏死性淋巴结炎           ,1
3083,金色葡萄球菌            ,1
3084,抗NMDA脑炎           ,1
3085,法洛四联症             ,1
3086,胆囊多发结石            ,1
3087,缺锌                ,1
3088,左腋下淋巴结结核          ,1
3089,化疗后肝损伤            ,1
3090,右侧眉弓结节            ,1
3091,右肺下叶囊腺瘤样畸形        ,1
3092,急性白血病待排           ,1
3093,重度缺铁性贫血           ,1
3094,眉弓包块              ,1
3095,先天性右肾发育异常         ,1
3096,开检查用药             ,1
3097,等臂X染色体异常          ,1
3098,左侧腋下化脓性淋巴结炎       ,1
3099,构词不清              ,1
3100,内胚窦瘤              ,1
3101,包皮环切              ,1
3102,先天性房室传导阻滞         ,1
3103,中枢协调障碍            ,1
3104,面肩肱型肌营养不良         ,1
3105,丙酸血症              ,1
3106,左上臂包块             ,1
3107,横纹肌肉瘤             ,1
3108,全内脏反位             ,1
3109,心肌缺血              ,1
3110,腰骶部肿胀待查           ,1
3111,屏气发作原因            ,1
3112,说话结巴原因            ,1
3113,双肾集合系统分离          ,1
3114,腹股沟疝术后            ,1
3115,生长迟滞              ,1
3116,双下肢不等长            ,1
3117,维生素D缺乏症           ,1
3118,左眼下降              ,1
3119,宾综合征              ,1
3120,肺动脉瓣及瓣上狭窄         ,1
3121,皮肤瘙痒              ,1
3122,头皮脓肿              ,1
3123,皮脂腺痣              ,1
3124,脑胶质瘤              ,1
3125,左腋下包块术后           ,1
3126,双胎之小SGA           ,1
3127,垂体病变              ,1
3128,右膝关节肿胀            ,1
3129,家长未接电话            ,1
3130,化脓性中耳炎            ,1
3131,化脓性脑膜炎后           ,1
3132,腹壁包块              ,1
3133,双眼睑肿胀             ,1
3134,肌张力降低             ,1
3135,肺动脉瓣及肺动脉上狭窄       ,1
3136,大小便失禁             ,1
3137,不自主摇头             ,1
3138,指甲外观异常            ,1
3139,颏下淋巴结炎            ,1
3140,右足底               ,1
3141,三体综合症             ,1
3142,PSVD              ,1
3143,左耳中耳炎             ,1
3144,右下肺炎症             ,1
3145,左冠状动脉扩张           ,1
3146,肺吸虫               ,1
3147,Burkitt淋巴瘤        ,1
3148,右冠脉扩张             ,1
3149,神经运动发育迟滞          ,1
3150,嗜酸细胞增多症原因         ,1
3151,右侧面颊肿大            ,1
3152,肺吸虫病              ,1
3153,腰穿后低颅压            ,1
3154,骨龄稍落后             ,1
3155,ALL维持化疗           ,1
3156,消瘦原因待查            ,1
3157,PS介入后             ,1
3158,左肾分离              ,1
3159,下肢包块              ,1
3160,RF阳性多关节型          ,1
3161,双侧腹股沟斜疝术后         ,1
3162,喉头痰响              ,1
3163,抽动障碍              ,1
3164,青春期中后期追高          ,1
3165,右侧腹股沟包块原因         ,1
3166,支气管               ,1
3167,胸骨畸形              ,1
3168,风湿性               ,1
3169,嵌顿                ,1
3170,上气道反应综合征          ,1
3171,蚊虫叮咬性皮疹           ,1
3172,感染复诊              ,1
3173,白细胞减少原因           ,1
3174,左面颊痛              ,1
3175,LCH肺部感染           ,1
3176,下唇溃疡              ,1
3177,间断发热              ,1
3178,眼痛                ,1
3179,腹壁皮肤小结节           ,1
3180,电话回复已于上午在我院其余医生处就诊,1
3181,眼上翻原因             ,1
3182,四肢关节疼痛            ,1
3183,语言落后咨询            ,1
3184,食管轻度返流            ,1
3185,下蹲困难原因            ,1
3186,电话回复已在急诊就诊        ,1
3187,体格检查              ,1
3188,包茎过长              ,1
3189,手抖                ,1
3190,不典型结节性硬化          ,1
3191,体重增长差             ,1
3192,广泛脑软化             ,1
3193,右侧腹股沟包块           ,1
3194,背部毛细血管瘤           ,1
3195,胎儿胸腔积液            ,1
3196,四肢无力              ,1
3197,左侧肘部血肿            ,1
3198,III度房室传导阻滞        ,1
3199,颈前部疼痛             ,1
3200,肝母细胞瘤             ,1
3201,左侧滑膜炎             ,1
3202,右侧耳后淋巴结长大         ,1
3203,右下肢活动差原因          ,1
3204,心影增大              ,1
3205,脑炎术后              ,1
3206,冠状缝早闭             ,1
3207,溃疡性结肠炎            ,1
3208,病毒疹               ,1
3209,甲旁减               ,1
3210,房间隔缺损修补术后         ,1
3211,活动后劳累             ,1
3212,筛孔状               ,1
3213,语言发育不良            ,1
3214,脑白质软化             ,1
3215,反复呕吐              ,1
3216,高泌乳素血症            ,1
3217,鼻内管堵塞             ,1
3218,右侧颈部胸骨角处包块        ,1
3219,右下腹肠系膜淋巴结         ,1
3220,下肢关节疼痛            ,1
3221,肌肉劳损              ,1
3222,耳下淋巴结炎            ,1
3223,梅毒抗体阳性            ,1
3224,右冠状动脉瘤样扩张         ,1
3225,粟粒性肺结核            ,1
3226,睡眠饮食行为不良          ,1
3227,心前区低电压            ,1
3228,轻                 ,1
3229,腹腔占位              ,1
3230,车祸伤后              ,1
3231,右侧面部结节            ,1
3232,右枕部淋巴结稍长大         ,1
3233,椎板未闭合             ,1
3234,双下肢弯曲             ,1
3235,何杰                ,1
3236,双肺稍气肿             ,1
3237,垂体前叶信号异常          ,1
3238,口腔出血              ,1
3239,白癜风               ,1
3240,包皮长               ,1
3241,便血原因待查            ,1
3242,头皮瘙痒              ,1
3243,卵圆孔未闭或房间隔缺损       ,1
3244,下肢不能站立            ,1
3245,左肾结晶              ,1
3246,脑积液               ,1
3247,左脚脚趾指甲外伤后淤血       ,1
3248,AS术后              ,1
3249,血红蛋白H病            ,1
3250,VD低限              ,1
3251,掉发原因              ,1
3252,右侧脑室脉络丛内囊肿        ,1
3253,先天性心脏病原室间隔缺损自愈    ,1
3254,长大                ,1
3255,双下肢皮疹             ,1
3256,短阵室性心动过速          ,1
3257,卵巢发育异常            ,1
3258,二尖瓣和主动脉瓣赘生物       ,1
3259,轻度鸡胸              ,1
3260,室间隔缺损介入封堵术后       ,1
3261,A级                ,1
3262,斜头畸形              ,1
3263,右颈部淋巴结长大          ,1
3264,胃体                ,1
3265,前囟偏大              ,1
3266,脓疱病               ,1
3267,期急性上呼吸道感染         ,1
3268,右侧膝关节滑膜囊肿         ,1
3269,皮肤脱屑原因            ,1
3270,慢性肺萎缩性胃炎          ,1
3271,粒细胞增高             ,1
3272,左下肢疼痛原因           ,1
3273,呼吸困难原因            ,1
3274,LDH酶增高原因          ,1
3275,臀部包块              ,1
3276,右下腹囊性占位病变         ,1
3277,急性化脓扁桃体炎          ,1
3278,面部胎记              ,1
3279,链球菌感染后状态          ,1
3280,大便颜色异常            ,1
3281,川崎病后              ,1
3282,先天性肾上腺皮质增生症       ,1
3283,颈前皮下囊肿            ,1
3284,颈部包块红肿            ,1
3285,配方奶过敏             ,1
3286,饮食习惯              ,1
3287,二尖瓣病变             ,1
3288,精神障碍              ,1
3289,右侧下颌淋巴结炎          ,1
3290,低骨密度              ,1
3291,脊髓病变              ,1
3292,颈胸部皮肤出血点原因        ,1
3293,骨龄落后              ,1
3294,软疣                ,1
3295,双侧睾丸微石症           ,1
3296,CHD术后             ,1
3297,小睾丸症              ,1
3298,舌面右侧疱状凸起原因        ,1
3299,右侧面部皮赘            ,1
3300,食道裂孔疝术后           ,1
3301,卵巢囊肿术后            ,1
3302,腹腔囊性占位            ,1
3303,腓神经损伤             ,1
3304,ICPP              ,1
3305,乳晕结节              ,1
3306,腰                 ,1
3307,急性化脓性骨关节炎         ,1
3308,轻度β               ,1
3309,先天性甲低             ,1
3310,泪囊炎               ,1
3311,湿疹开药              ,1
3312,弥漫系膜增生性肾小球肾炎      ,1
3313,局灶性频繁发作           ,1
3314,语言疗后              ,1
3315,脾功亢进              ,1
3316,就诊卡有误             ,1
3317,患儿已办理入院           ,1
3318,慢性失血性贫血           ,1
3319,高餐后胰岛素血症治疗后       ,1
3320,偏头痛等位症            ,1
3321,肛周感染              ,1
3322,左肾重度积水            ,1
3323,小阴唇肥大             ,1
3324,喉软骨软化             ,1
3325,习惯性动作             ,1
3326,胎儿双主动脉弓           ,1
3327,主动脉瓣二叶畸形或瓣上狭窄     ,1
3328,右手背肿胀原因           ,1
3329,碱性磷酸酶升高           ,1
3330,髋关节滑膜增生           ,1
3331,伸舌                ,1
3332,turner综合症         ,1
3333,习惯性擦腿             ,1
3334,背部皮疹              ,1
3335,型停药咨询             ,1
3336,复发性阿弗他溃疡          ,1
3337,气管狭窄              ,1
3338,颈后部淋巴结长大          ,1
3339,舟状头               ,1
3340,右侧额顶部皮肤黑色素沉着      ,1
3341,腋下淋巴结长大           ,1
3342,凝血因子Ⅺ减少症          ,1
3343,呼吸衰竭              ,1
3344,舌系带较短             ,1
3345,胎儿左侧多囊性发育不良肾      ,1
3346,脑损害               ,1
3347,双侧腹股沟术后复查         ,1
3348,电话回复表示不来就诊        ,1
3349,肺动脉比例增高           ,1
3350,右侧腹股沟包块切除术后       ,1
3351,假两性畸形             ,1
3352,慢性肾功能衰竭           ,1
3353,肥厚性心肌病            ,1
3354,出血                ,1
3355,寒战发应              ,1
3356,心率不齐              ,1
3357,皮下出血              ,1
3358,下丘脑错构瘤            ,1
3359,皮样囊肿带感染           ,1
3360,肝影重叠区小结节          ,1
3361,下唇内息肉             ,1
3362,DU                ,1
3363,左侧乳房发育            ,1
3364,移植                ,1
3365,肠息肉待排             ,1
3366,恶性肿瘤骨转移待排         ,1
3367,钙正常偏低             ,1
3368,开母乳证明             ,1
3369,右下肢乏力             ,1
3370,漏尿                ,1
3371,多处不适              ,1
3372,经医生同意换卡就诊         ,1
3373,贲门松弛              ,1
3374,面部皮肤色素脱失          ,1
3375,左锁骨下动脉迷走          ,1
3376,短暂性意识障碍           ,1
3377,左侧腋下结节            ,1
3378,右侧额部包块            ,1
3379,白内障术后             ,1
3380,骶尾部潜毛窦囊肿          ,1
3381,贫血原因待查            ,1
3382,腋下                ,1
3383,皮肤瘀斑原因            ,1
3384,右下肢不能伸直           ,1
3385,胎儿肌部室缺            ,1
3386,右颈淋巴结炎            ,1
3387,尿毒症综合征            ,1
3388,睾丸囊状物性质           ,1
3389,Pandas            ,1
3390,左耳听力障碍            ,1
3391,头皮下血肿             ,1
3392,右侧乳头出血            ,1
3393,右耳廓化脓性感染          ,1
3394,症状性               ,1
3395,胃底糜烂              ,1
3396,呕吐物带血             ,1
3397,左胸                ,1
3398,尿血                ,1
3399,血清铁降低             ,1
3400,脱发原因              ,1
3401,金氏淋巴瘤             ,1
3402,左侧面部白点            ,1
3403,甲功能异常             ,1
3404,矮小复查              ,1
3405,舌系带溃疡             ,1
3406,面容异常              ,1
3407,头顶部表皮缺损           ,1
3408,斜视                ,1
3409,办卡年龄出错            ,1
3410,房间隔彭出瘤            ,1
3411,右侧耳后              ,1
3412,夜游症               ,1
3413,性早熟联合生长激素治疗       ,1
3414,关节肿胀              ,1
3415,鼻息肉               ,1
3416,右侧室管下囊肿           ,1
3417,左侧髋关节滑膜炎          ,1
3418,右下肢不能站立原因         ,1
3419,急性喉气管支气管炎         ,1
3420,肺结核复诊             ,1
3421,胆红素脑部             ,1
3422,口周炎               ,1
3423,体制性青春期发育期迟        ,1
3424,心肌炎后遗症            ,1
3425,左肾异常              ,1
3426,腹部占位              ,1
3427,脊椎弯曲              ,1
3428,室性二联律             ,1
3429,肺动脉瓣狭窄介入术后        ,1
3430,分支肺动脉狭窄           ,1
3431,灰指甲               ,1
3432,唇毛过多              ,1
3433,寄生虫感染待排           ,1
3434,腹腔淋巴结             ,1
3435,阵发性肌张力增高          ,1
3436,头皮脓疱疹             ,1
3437,脐茸术后              ,1
3438,幼年型特发性关节炎         ,1
3439,认知                ,1
3440,习惯擦腿综合征           ,1
3441,双眼睑下垂             ,1
3442,BMD               ,1
3443,踮脚                ,1
3444,急诊扁桃体炎            ,1
3445,右上肢静脉曲张           ,1
3446,右下叶前基底段           ,1
3447,大便性状改变            ,1
3448,CHD手术后            ,1
3449,中度X型腿             ,1
3450,HSP复诊             ,1
3451,抬头不稳              ,1
3452,完全性肺静脉异位引流        ,1
3453,直肠多发性息肉           ,1
3454,右眉骨上方结节           ,1
3455,频繁短阵房性心动过速        ,1
3456,粘液血便              ,1
3457,二尖瓣反流原因           ,1
3458,左侧面颊血管瘤           ,1
3459,左大腿烫伤             ,1
3460,风湿性疾病             ,1
3461,左肾轻度积水            ,1
3462,软组织挫伤             ,1
3463,右侧股内侧淋巴管瘤         ,1
3464,HBV感染             ,1
3465,左旋心               ,1
3466,主动脉弓内径偏窄          ,1
3467,左侧顶枕部包块           ,1
3468,右侧枕部皮下囊性占位        ,1
3469,脐带出血              ,1
3470,右侧胸壁血管瘤           ,1
3471,化脓性淋巴结炎           ,1
3472,呼吸粗               ,1
3473,蟯虫感染              ,1
3474,左侧大阴唇肿大           ,1
3475,肠粘黏               ,1
3476,左侧精索静脉曲张          ,1
3477,额部血管瘤             ,1
3478,左股骨裂伤后            ,1
3479,尺桡骨骨折术后           ,1
3480,遗传性               ,1
3481,睾丸炎               ,1
3482,部分型隐匿阴茎           ,1
3483,肛周结节              ,1
3484,外生殖器发育迟缓          ,1
3485,哭闹时抽筋             ,1
3486,频发房早              ,1
3487,间隙性II度            ,1
3488,掉发                ,1
3489,右股骨下段内侧不规则稍高密度影   ,1
3490,巨大型               ,1
3491,虚汗症               ,1
3492,IS                ,1
3493,智力低               ,1
3494,噬酸细胞增高            ,1
3495,腿痛原因              ,1
3496,白细胞增高原因           ,1
3497,反应差               ,1
3498,左手外伤              ,1
3499,左侧腹股沟疝后           ,1
3500,颅脑出血              ,1
3501,耳痒                ,1
3502,下鼻甲肥大             ,1
3503,尿酸高               ,1
3504,溃疡性牙龈炎            ,1
3505,足掌骨肥大             ,1
3506,过敏原检查结果咨询         ,1
3507,白质信号异常原因          ,1
3508,当地诊断              ,1
3509,膜周部               ,1
3510,曾经诊断高胆红素血症        ,1
3511,先天性髋关节脱位待排        ,1
3512,右手肘血管瘤            ,1
3513,枕部部淋巴结            ,1
3514,脐窝肉赘              ,1
3515,家长看报告             ,1
3516,颌下结节              ,1
3517,睾丸阴茎发育不良          ,1
3518,血小板功能障碍           ,1
3519,肛周脱垂              ,1
3520,ABO血型不合           ,1
3521,溶血尿毒综合征           ,1
3522,S综合征              ,1
3523,肛门脱垂              ,1
3524,坚果仁               ,1
3525,多饮多尿原因            ,1
3526,腋下淋巴结炎            ,1
3527,左手狭窄性腱鞘炎          ,1
3528,昏厥                ,1
3529,无脾                ,1
3530,听诱发异常             ,1
3531,缺铁贫               ,1
3532,头颅血管畸形            ,1
3533,先天性肺囊腺瘤           ,1
3534,左额疱疹              ,1
3535,运动发育不良            ,1
3536,水痘后左耳后            ,1
3537,左侧乳腺增生            ,1
3538,皮肤黄               ,1
3539,营养运动咨询            ,1
3540,脐部膨出              ,1
3541,膀胱上方囊性占位          ,1
3542,腰背部包块             ,1
3543,十二直肠球炎            ,1
3544,A                 ,1
3545,頜下淋巴结炎            ,1
3546,慢性阑尾炎急性发作         ,1
3547,膜周型肌部混合型干下型       ,1
3548,精索鞘膜积液术后          ,1
3549,双侧膝关节肿胀           ,1
3550,LCH停药             ,1
3551,月经不调              ,1
3552,无症状性蛋白尿           ,1
3553,左踝关节疼痛            ,1
3554,APTT延长            ,1
3555,喉软化症              ,1
3556,透明隔缺如             ,1
3557,机遇性感染             ,1
3558,右顶部凸起原因           ,1
3559,甲状腺增大             ,1
3560,面部不对称             ,1
3561,胸壁皮下结节            ,1
3562,左足跛行              ,1
3563,颌下淋巴结             ,1
3564,小便不通畅原因           ,1
3565,早期                ,1
3566,腹股沟疝气             ,1
3567,胸闷原因              ,1
3568,口唇紫绀              ,1
3569,腮裂囊肿              ,1
3570,新生儿痤疮             ,1
3571,SLE待排             ,1
3572,胎儿心律失常产后          ,1
3573,轻度X型腿             ,1
3574,乳糜胸               ,1
3575,喘息性               ,1
3576,结缔组织病             ,1
3577,骨膜下包块             ,1
3578,弥漫大B细胞淋巴瘤         ,1
3579,肺动脉增宽             ,1
3580,黄疸复诊              ,1
3581,高IgE综合征           ,1
3582,胆红素脑病后脑损伤         ,1
3583,重型再生障碍性贫血         ,1
3584,开检查前用药            ,1
3585,唇发绀               ,1
